org_name,recipient_id,grant_year,state,service_area__c,service_area_type__c,Attorney_Fee_Awards_LSC,Basic_Field_LSC,Carryover_Funds_LSC,Interest_Investment__Other_Income_LSC,Interest_Investment_Income_LSC,Publication_Income_LSC,Other_Grants_i.e._TIG_Disaster_LSC,Other_Funds_LSC,Attorney_Fee_Awards_NonLSC,Bar_Association_Grants_NonLSC,Carryover_Funds_NonLSC,Community_Development_Block_Grants_NonLSC,Corporate_and_Individual_Contributions_NonLSC,Cy_Pres_Awards_NonLSC,Filing_and_Other_Fees_NonLSC,Filing_Fees_NonLSC,Foundation_Grants_NonLSC,General_State_Grants_NonLSC,HHS_Grants_NonLSC,HUD_Grants_NonLSC,IOLTA_Grants_NonLSC,Local_Grants_NonLSC,Older_Americans_Act_NonLSC,Other_Federal_Grants_NonLSC,Private_Foundation_Grants_NonLSC,Publication_Income_NonLSC,Specific_State_Grants_and_Contracts_NonLSC,State_Grants_NonLSC,Title_XX_of_Social_Security_Act_NonLSC,United_Way_Grants_NonLSC,Violence_Against_Women_Act_NonLSC,Other_Funds_NonLSC,Gross_Fees_and_Receipts_from_Client_Services_Client_Service_Income,Other_Income_Earned_in_ForProfit_Activities_Client_Service_Income,Total_Client_Service_Income,Total_LSC_Funds,Total_NonLSC_Funds,Total_LSC_NonLSC_Funds
"Legal Aid of Arkansas, Inc.",604020,2010,AR,AR-6,Basic Field,100,1722713,73605,NA,6039,0,NA,100,0,0,326807,0,NA,NA,NA,0,40000,NA,NA,NA,0,100,12400,153530,NA,0,NA,555822,0,36449,0,42951,0,0,0,1802557,1168059,2970616
"Legal Aid of Arkansas, Inc.",604020,2011,AR,AR-6,Basic Field,1500,1651500,31059,NA,3857,0,NA,3986,0,0,253310,0,NA,NA,NA,0,107244,NA,NA,NA,0,0,0,184355,NA,0,NA,584093,47475,35667,0,102364,0,0,0,1691902,1314508,3006410
"Legal Aid of Arkansas, Inc.",604020,2012,AR,AR-6,Basic Field,2939,1409393,71078,NA,2499,0,NA,600,0,0,316568,NA,80318,46286,0,NA,NA,609132,0,0,140250,0,72323,105645,78622,0,0,NA,NA,42006,57954,0,0,0,0,1486509,1549104,3035613
"Legal Aid of Arkansas, Inc.",604020,2013,AR,AR-6,Basic Field,500,1380142,32050,3666,NA,0,0,NA,2500,0,526383,NA,101582,0,324106,NA,NA,0,0,0,309000,0,59644,245181,0,0,76083,NA,NA,44351,90237,44940,0,0,0,1416358,1824007,3240365
"Legal Aid of Arkansas, Inc.",604020,2014,AR,AR-6,Basic Field,1000,1464309,0,3276,NA,0,12800,NA,4143,15000,480140,NA,106504,0,294591,NA,NA,0,0,0,225000,0,84761,158246,117687,0,32760,NA,NA,47805,74156,0,0,0,0,1481385,1640793,3122178
"Legal Aid of Arkansas, Inc.",604020,2015,AR,AR-6,Basic Field,100,1495419,4733,2488,NA,0,5000,NA,2500,0,445944,NA,287339,0,250214,NA,NA,0,0,0,225000,5208,80769,151908,130484,0,0,NA,NA,46826,67802,5332,0,0,0,1507740,1699326,3207066
"Legal Aid of Arkansas, Inc.",604020,2016,AR,AR-6,Basic Field,2575.97,1480844,0,1646.71,NA,0,0,NA,3500,0,761651,NA,129790.44,0,250213.8,NA,NA,0,0,0,244382.68,12500.04,61939.55,154146.32,163356.65,0,0,NA,NA,71488.48,90881,23384.04,0,0,0,1485066.68,1967234,3452300.68
"Legal Aid of Arkansas, Inc.",604020,2017,AR,AR-6,Basic Field,78162.27,1469531,62487.77,27225.56,NA,0,0,NA,1920.05,0,1015236.13,NA,146640.67,0,250213.8,NA,NA,0,0,0,282743.83,12500.04,58628.14,133530.43,153703.75,0,35612.5,NA,NA,116640.21,148221.69,18691.63,0,0,0,1637406.6,2374282.87,4011689.47
Legal Aid of East Tennessee,643020,2008,TN,TN-9,Basic Field,0,2103998,103178,NA,988,0,NA,70038,0,3500,328426,3621,NA,NA,NA,NA,25000,NA,NA,NA,212157,37331,157279,185124,NA,0,NA,1287337,0,282527,50054,263938,0,0,0,2278202,2836294,5114496
Legal Aid of East Tennessee,643020,2009,TN,TN-9,Basic Field,0,2315480,220000,NA,748,0,NA,40000,0,3500,567010,0,NA,NA,NA,NA,45000,NA,NA,NA,211875,94263,136741,77588,NA,0,NA,1131129,0,305095,203029,214607,0,0,0,2576228,2989837,5566065
Legal Aid of East Tennessee,643020,2010,TN,TN-9,Basic Field,0,2500113,66597,NA,610,0,NA,76352,1600,4000,978155,0,NA,NA,NA,0,30965,NA,NA,NA,132598,10257,147903,212839,NA,0,NA,1295955,0,291905,214785,189085,0,0,0,2643672,3510047,6153719
Legal Aid of East Tennessee,643020,2011,TN,TN-9,Basic Field,0,2396764,0,NA,2593,0,NA,30680,16467,4000,0,0,NA,NA,NA,0,56000,NA,NA,NA,129467,105273,167994,105420,NA,0,NA,1191433,0,311791,139869,218319,0,0,0,2430037,2446033,4876070
Legal Aid of East Tennessee,643020,2012,TN,TN-9,Basic Field,0,2045403,167729,NA,290,0,NA,1850,0,5000,0,NA,305906,0,0,NA,NA,220355,8730,97545,106204,36023,225071,0,166000,0,1240650,NA,NA,314691,382542,3230,0,0,0,2215272,3111947,5327219
Legal Aid of East Tennessee,643020,2013,TN,TN-9,Basic Field,0,2070268,0,1388,NA,0,54506,NA,0,5000,0,NA,0,0,0,NA,NA,1195455,0,28472,78519,78603,126226,157346,55000,0,12483,NA,NA,263297,128194,188681,0,0,0,2126162,2317276,4443438
Legal Aid of East Tennessee,643020,2014,TN,TN-9,Basic Field,23196,2358390,0,132,NA,0,4941,NA,0,5000,0,NA,200718,0,0,NA,NA,0,0,61100,95669,4000,213286,7910,54150,0,1223079,NA,NA,371137,0,4919,0,0,0,2386659,2240968,4627627
Legal Aid of East Tennessee,643020,2015,TN,TN-9,Basic Field,4600,2408494,0,38,NA,0,22254,NA,0,5000,0,NA,15000,0,0,NA,NA,961046,0,11296,95697,5000,180568,199290,50000,0,122052,NA,NA,296710,165180,276461,0,0,0,2435386,2383300,4818686
Legal Aid of East Tennessee,643020,2016,TN,TN-9,Basic Field,0,2519158,0,50,NA,0,32510,NA,0,5000,0,NA,219525,0,0,NA,NA,1006180,0,0,88450,27500,140190,0,48000,0,440040,NA,NA,389480,213560,120,0,0,0,2551718,2578045,5129763
Legal Aid of East Tennessee,643020,2017,TN,TN-9,Basic Field,0,2508380,0,0,NA,0,2250,NA,50,0,0,NA,227590,0,0,NA,NA,0,0,13326,91258,12200,168738,0,220738,0,1703844,NA,NA,396388,151699,247342,0,0,0,2510630,3233173,5743803
Legal Aid of Nebraska,528020,2008,NE,MNE,Migrant Worker,0,40766,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,40766,0,40766
Legal Aid of Nebraska,528020,2009,NE,MNE,Migrant Worker,0,45084,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,52700,0,0,0,0,0,0,0,45084,52700,97784
Legal Aid of Nebraska,528020,2010,NE,MNE,Migrant Worker,0,48679,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,48679,0,48679
Legal Aid of Nebraska,528020,2011,NE,MNE,Migrant Worker,0,46667,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,46667,0,46667
Legal Aid of Nebraska,528020,2012,NE,MNE,Migrant Worker,0,39825,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,39825,0,39825
Legal Aid of Nebraska,528020,2013,NE,MNE,Migrant Worker,0,39008,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,39008,0,39008
Legal Aid of Nebraska,528020,2014,NE,MNE,Migrant Worker,0,41414,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,41414,0,41414
Legal Aid of Nebraska,528020,2015,NE,MNE,Migrant Worker,0,42294,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,42294,0,42294
Legal Aid of Nebraska,528020,2016,NE,MNE,Migrant Worker,0,43385,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,43385,0,43385
Legal Aid of Nebraska,528020,2017,NE,MNE,Migrant Worker,0,132695,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,132695,0,132695
Legal Aid of Nebraska,528020,2008,NE,NE-4,Basic Field,0,1404374,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,2.00E+05,0,0,0,NA,0,NA,523651,0,0,0,0,0,0,0,1404374,723651,2128025
Legal Aid of Nebraska,528020,2009,NE,NE-4,Basic Field,0,1545534,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,2.00E+05,0,0,0,NA,0,NA,442278,0,0,0,0,0,0,0,1545534,642278,2187812
Legal Aid of Nebraska,528020,2010,NE,NE-4,Basic Field,0,1668772,0,NA,0,0,NA,26300,0,0,0,0,NA,NA,NA,0,310744,NA,NA,NA,58500,102184,0,440830,NA,0,NA,2032966,0,64995,165730,307012,0,0,0,1695072,3482961,5178033
Legal Aid of Nebraska,528020,2011,NE,NE-4,Basic Field,0,1599789,0,NA,0,0,NA,63600,5000,0,0,0,NA,NA,NA,0,321062,NA,NA,NA,42000,74964,0,484754,NA,0,NA,2028556,0,55286,166641,220672,0,0,0,1663389,3398935,5062324
Legal Aid of Nebraska,528020,2012,NE,NE-4,Basic Field,0,1365264,0,NA,0,0,NA,27600,5106,0,0,NA,190664,89616,0,NA,NA,1597378,0,53948,1.00E+05,50000,0,459134,441460,0,405207,NA,NA,59661,137881,185804,0,0,0,1392864,3775859,5168723
Legal Aid of Nebraska,528020,2013,NE,NE-4,Basic Field,0,1358515,0,0,NA,0,36000,NA,33302,0,0,NA,269308,0,1517742,NA,NA,2.00E+05,0,51100,52000,90000,0,585132,626938,0,494378,NA,NA,49523,172584,349167,0,0,0,1394515,4491174,5885689
Legal Aid of Nebraska,528020,2014,NE,NE-4,Basic Field,0,1493250,0,0,NA,0,36000,NA,7898,0,0,NA,162542,0,1552066,NA,NA,4.00E+05,0,46967,51500,0,158498,450077,581927,0,470268,NA,NA,61804,203148,621379,0,0,0,1529250,4768074,6297324
Legal Aid of Nebraska,528020,2015,NE,NE-4,Basic Field,0,1524974,0,530,NA,0,254000,NA,0,0,0,NA,185662,6687,1564273,NA,NA,2.00E+05,0,43058,46500,0,182703,322730,649218,0,462229,NA,NA,45272,239004,672210,0,0,0,1779504,4619546,6399050
Legal Aid of Nebraska,528020,2016,NE,NE-4,Basic Field,1225,1506966,0,569,NA,0,178000,NA,0,0,0,NA,132031,50000,1591088,NA,NA,0,0,26198,40000,51850,198865,432998,500893,0,1115673,NA,NA,45000,309807,473903,0,0,0,1686760,4968306,6655066
Legal Aid of Nebraska,528020,2017,NE,NE-4,Basic Field,0,1417656,0,285,NA,0,205480,NA,0,0,0,NA,107046,0,1748831,NA,NA,94473,0,23197,46000,50000,46788,566459,556549,0,530070,NA,NA,83019,272483,1375891,0,0,0,1623421,5500806,7124227
Legal Aid of Nebraska,528020,2008,NE,NNE-1,Native American,0,32097,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,83267,0,0,0,0,0,0,0,32097,83267,115364
Legal Aid of Nebraska,528020,2009,NE,NNE-1,Native American,0,35323,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,72760,0,0,0,0,0,0,0,35323,72760,108083
Legal Aid of Nebraska,528020,2010,NE,NNE-1,Native American,0,38085,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,38085,0,38085
Legal Aid of Nebraska,528020,2011,NE,NNE-1,Native American,0,36563,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,36563,0,36563
Legal Aid of Nebraska,528020,2012,NE,NNE-1,Native American,0,31132,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,31132,0,31132
Legal Aid of Nebraska,528020,2013,NE,NNE-1,Native American,0,30528,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,30528,0,30528
Legal Aid of Nebraska,528020,2014,NE,NNE-1,Native American,0,32416,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,32416,0,32416
Legal Aid of Nebraska,528020,2015,NE,NNE-1,Native American,0,33135,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,33135,0,33135
Legal Aid of Nebraska,528020,2016,NE,NNE-1,Native American,0,33990,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,33990,0,33990
Legal Aid of Nebraska,528020,2017,NE,NNE-1,Native American,0,33990,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,33990,0,33990
"Legal Aid of North Carolina, Inc.",634032,2008,NC,MNC,Migrant Worker,0,519293,145979,NA,0,0,NA,0,0,0,6238,0,NA,NA,NA,NA,940,NA,NA,NA,4900,0,0,0,NA,0,NA,0,0,0,0,1350,0,0,0,665272,13428,678700
"Legal Aid of North Carolina, Inc.",634032,2009,NC,MNC,Migrant Worker,0,571490,234269,NA,0,0,NA,0,0,0,4172,0,NA,NA,NA,NA,429,NA,NA,NA,21742,0,0,0,NA,0,NA,0,0,0,0,4050,0,0,0,805759,30393,836152
"Legal Aid of North Carolina, Inc.",634032,2010,NC,MNC,Migrant Worker,0,617060,285320,NA,0,0,NA,0,0,0,4041,0,NA,NA,NA,0,0,NA,NA,NA,30863,0,0,0,NA,0,NA,0,0,0,0,1349,0,0,0,902380,36253,938633
"Legal Aid of North Carolina, Inc.",634032,2011,NC,MNC,Migrant Worker,0,591552,287776,NA,0,0,NA,0,0,0,4892,0,NA,NA,NA,0,0,NA,NA,NA,3524,0,0,0,NA,0,NA,0,0,0,0,11854,0,0,0,879328,20270,899598
"Legal Aid of North Carolina, Inc.",634032,2012,NC,MNC,Migrant Worker,0,504832,307000,NA,0,0,NA,0,0,0,5282,NA,100,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,811832,5382,817214
"Legal Aid of North Carolina, Inc.",634032,2013,NC,MNC,Migrant Worker,0,494480,214844,0,NA,0,0,NA,0,0,5382,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,709324,5382,714706
"Legal Aid of North Carolina, Inc.",634032,2014,NC,MNC,Migrant Worker,3173,524951,169223,0,NA,0,300,NA,0,0,5382,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,697647,5382,703029
"Legal Aid of North Carolina, Inc.",634032,2015,NC,MNC,Migrant Worker,3000,536104,96573,0,NA,0,0,NA,0,0,5382,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,200,0,0,0,635677,5582,641259
"Legal Aid of North Carolina, Inc.",634032,2016,NC,MNC,Migrant Worker,2466,549931,48403,6000,NA,0,0,NA,0,0,5132,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,606800,5132,611932
"Legal Aid of North Carolina, Inc.",634032,2017,NC,MNC,Migrant Worker,0,463965,48403,5000,NA,0,0,NA,0,0,5132,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,517368,5132,522500
"Legal Aid of North Carolina, Inc.",634032,2008,NC,NC-5,Basic Field,0,8072566,757427,NA,66941,0,NA,182108,0,0,1074890,0,NA,NA,NA,NA,500006,NA,NA,NA,2225100,65895,417134,182394,NA,0,NA,5988810,0,745215,204820,1118745,0,0,0,9079042,12523009,21602051
"Legal Aid of North Carolina, Inc.",634032,2009,NC,NC-5,Basic Field,0,8883975,677943,NA,64320,0,NA,281660,0,0,1216405,0,NA,NA,NA,NA,697380,NA,NA,NA,2208258,67495,340136,305999,NA,0,NA,5558286,0,584885,218155,931010,0,0,0,9907898,12128009,22035907
"Legal Aid of North Carolina, Inc.",634032,2010,NC,NC-5,Basic Field,0,9592371,1167673,NA,39652,0,NA,330317,0,35451,1084012,0,NA,NA,NA,0,1674767,NA,NA,NA,1767234,66303,363405,392301,NA,0,NA,5337531,0,547867,163875,1100563,0,0,0,11130013,12533309,23663322
"Legal Aid of North Carolina, Inc.",634032,2011,NC,NC-5,Basic Field,22750,9195842,783191,NA,24645,0,NA,391535,0,54659,1476560,0,NA,NA,NA,0,674812,NA,NA,NA,1624965,71367,356951,446384,NA,0,NA,6879634,0,500391,351716,1330965,0,0,0,10417963,13768404,24186367
"Legal Aid of North Carolina, Inc.",634032,2012,NC,NC-5,Basic Field,8750,7847752,1341505,NA,17733,6500,NA,476725,0,116369,2113279,NA,465527,0,2727097,NA,NA,535440,106572,364977,1359405,58611,369058,25613,314982,3234,616601,NA,NA,471651,1298656,499011,0,0,0,9698965,11446083,21145048
"Legal Aid of North Carolina, Inc.",634032,2013,NC,NC-5,Basic Field,45614,8331763,50353,306175,NA,6500,58570,NA,0,77234,2470517,NA,447905,0,2581281,NA,NA,530559,437147,365113,1359405,64974,318762,33138,353343,0,2985295,NA,NA,478764,1191098,368740,0,0,0,8798975,14063275,22862250
"Legal Aid of North Carolina, Inc.",634032,2014,NC,NC-5,Basic Field,1275,10395361,58570,322388,NA,81,-10418,NA,32917,1376405,2549101,NA,311367,0,58045,NA,NA,262839,653713,51988,1662034,517664,315685,373857,92826,0,2551462,NA,NA,470594,815251,239055,0,0,0,10767257,12334803,23102060
"Legal Aid of North Carolina, Inc.",634032,2015,NC,NC-5,Basic Field,0,10616211,105446,309831,NA,0,10418,NA,218380,98137,3129840,NA,569374,0,2478393,NA,NA,0,1114906,152942,1101124,59507,304888,286965,378852,1625,1259598,NA,NA,457206,859914,291997,0,0,0,11041906,12763648,23805554
"Legal Aid of North Carolina, Inc.",634032,2016,NC,NC-5,Basic Field,12441,10831210,482638,348633,NA,0,0,NA,0,96862,3129840,NA,547649,0,2372414,NA,NA,0,1310887,283517,1423500,53628,335131,78435,831922,8125,503976,NA,NA,465252,1262701,305699,0,0,0,11674922,13009538,24684460
"Legal Aid of North Carolina, Inc.",634032,2017,NC,NC-5,Basic Field,5000,10917178,482638,351660,NA,0,0,NA,10245,110664,1938023,NA,725852,0,1698944,NA,NA,0,1345731,286726,1645359,128479,342063,4785,739276,2600,420106,NA,NA,444026,3074243,484567,0,0,0,11756476,13401689,25158165
"Legal Aid of North Carolina, Inc.",634032,2008,NC,NNC-1,Native American,0,211921,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,211921,0,211921
"Legal Aid of North Carolina, Inc.",634032,2009,NC,NNC-1,Native American,0,233222,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,233222,0,233222
"Legal Aid of North Carolina, Inc.",634032,2010,NC,NNC-1,Native American,0,251456,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,251456,0,251456
"Legal Aid of North Carolina, Inc.",634032,2011,NC,NNC-1,Native American,0,241409,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,241409,0,241409
"Legal Aid of North Carolina, Inc.",634032,2012,NC,NNC-1,Native American,0,205551,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,205551,0,205551
"Legal Aid of North Carolina, Inc.",634032,2013,NC,NNC-1,Native American,0,201563,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,201563,0,201563
"Legal Aid of North Carolina, Inc.",634032,2014,NC,NNC-1,Native American,0,214031,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,214031,0,214031
"Legal Aid of North Carolina, Inc.",634032,2015,NC,NNC-1,Native American,0,218781,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,218781,0,218781
"Legal Aid of North Carolina, Inc.",634032,2016,NC,NNC-1,Native American,0,224422,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,224422,0,224422
"Legal Aid of North Carolina, Inc.",634032,2017,NC,NNC-1,Native American,0,224422,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,224422,0,224422
Legal Aid of NorthWest Texas,744050,2008,TX,TX-14,Basic Field,0,7331805,272101,NA,45240,0,NA,0,0,79500,636065,0,NA,NA,NA,NA,0,NA,NA,NA,2353894,196232,0,297093,NA,0,NA,824318,0,500483,0,2646685,0,0,0,7649146,7534270,15183416
Legal Aid of NorthWest Texas,744050,2009,TX,TX-14,Basic Field,0,8068757,104296,NA,4138,0,NA,0,0,77000,43753,0,NA,NA,NA,NA,211297,NA,NA,NA,1863568,205930,0,284148,NA,0,NA,834760,0,459746,0,2607808,0,0,0,8177191,6588010,14765201
Legal Aid of NorthWest Texas,744050,2010,TX,TX-14,Basic Field,0,8712148,1061619,NA,4423,0,NA,0,0,0,29549,0,NA,NA,NA,0,323317,NA,NA,NA,1420262,160305,0,283939,NA,0,NA,990583,0,341593,0,5470730,0,0,0,9778190,9020278,18798468
Legal Aid of NorthWest Texas,744050,2011,TX,TX-14,Basic Field,33582,8352006,1570478,NA,2373,0,NA,0,0,0,162992,0,NA,NA,NA,0,347374,NA,NA,NA,788659,76111,0,289983,NA,0,NA,1098653,0,181398,0,5942091,0,0,0,9958439,8887261,18845700
Legal Aid of NorthWest Texas,744050,2012,TX,TX-14,Basic Field,4700,7127621,1282555,NA,734,0,NA,0,0,13624,0,NA,381348,7410,0,NA,NA,471404,0,170565,2500,170138,0,92000,0,0,1017189,NA,NA,20260,517312,6411642,0,0,0,8415610,9275392,17691002
Legal Aid of NorthWest Texas,744050,2013,TX,TX-14,Basic Field,10980,7286659,888882,841,NA,0,0,NA,0,3788,0,NA,547945,3498,0,NA,NA,0,0,233333,4375,745514,0,94000,12926,0,6913274,NA,NA,5283,0,60930,0,0,0,8187362,8624866,16812228
Legal Aid of NorthWest Texas,744050,2014,TX,TX-14,Basic Field,10293,8469131,1549377,1011,NA,0,0,NA,0,0,183137,NA,739301,1800,0,NA,NA,0,0,58368,2500,889519,0,98000,0,0,6743207,NA,NA,5083,0,49919,0,0,0,10029812,8770834,18800646
Legal Aid of NorthWest Texas,744050,2015,TX,TX-14,Basic Field,19078,8649058,2792354,1381,NA,0,0,NA,0,0,0,NA,831800,0,0,NA,NA,21882,0,0,2500,184051,0,1.00E+05,0,0,7698775,NA,NA,0,0,35731,0,0,0,11461871,8874739,20336610
Legal Aid of NorthWest Texas,744050,2016,TX,TX-14,Basic Field,11050,8842108,2303043,848.42,NA,0,5000,NA,0,0,0,NA,662222.76,0,0,NA,NA,18426.5,0,0,2500,238567.2,0,1.00E+05,0,0,8409760.74,NA,NA,2500,0,88659.38,0,0,0,11162049.42,9522636.58,20684686
Legal Aid of NorthWest Texas,744050,2017,TX,TX-14,Basic Field,10420,8923293,1524355,7288.79,NA,0,5334,NA,0,0,319097.89,NA,635915.4,0,0,NA,NA,9964.33,0,0,0,203511,0,1.00E+05,0,0,10034061.6,NA,NA,0,0,76987.87,0,0,0,10470690.79,11379538.09,21850228.88
Legal Aid of Southeastern Pennsylvania,339141,2008,PA,PA-23,Basic Field,0,1091931,18321,NA,3614,0,NA,0,0,65000,1335999,0,NA,NA,NA,NA,215043,NA,NA,NA,610644,539714,158421,0,NA,0,NA,819491,592248,24837,8719,320979,0,0,0,1113866,4691095,5804961
Legal Aid of Southeastern Pennsylvania,339141,2009,PA,PA-23,Basic Field,0,1201685,18321,NA,2705,0,NA,0,0,91750,1042941,0,NA,NA,NA,NA,239688,NA,NA,NA,289162,526993,184375,0,NA,0,NA,990570,381811,29451,8321,314654,0,0,0,1222711,4099716,5322427
Legal Aid of Southeastern Pennsylvania,339141,2010,PA,PA-23,Basic Field,0,1297506,18321,NA,2088,0,NA,0,0,101000,1166874,44992,NA,NA,NA,769242,187035,NA,NA,NA,272689,517333,175152,0,NA,0,NA,570413,377941,41966,37336,319787,0,0,0,1317915,4581760,5899675
Legal Aid of Southeastern Pennsylvania,339141,2011,PA,PA-23,Basic Field,0,1243870,18321,NA,1138,0,NA,0,0,80500,1211994,107044,NA,NA,NA,805753,179657,NA,NA,NA,275345,494288,180682,0,NA,0,NA,489240,374212,43344,33339,235887,0,0,0,1263329,4511285,5774614
Legal Aid of Southeastern Pennsylvania,339141,2012,PA,PA-23,Basic Field,0,1061522,18321,NA,727,0,NA,0,0,84607,1212004,NA,255746,0,762426,NA,NA,45409,374548,105874,317401,456441,166612,0,222688,0,289453,NA,NA,54896,19056,8542,0,0,0,1080570,4375703,5456273
Legal Aid of Southeastern Pennsylvania,339141,2013,PA,PA-23,Basic Field,0,1035363,17932,378,NA,0,80000,NA,0,79952,1041926,NA,262058,27872,762426,NA,NA,45409,374548,102761,317401,456685,168612,0,225559,0,319876,NA,NA,55051,17806,20015,0,0,0,1133673,4277957,5411630
Legal Aid of Southeastern Pennsylvania,339141,2014,PA,PA-23,Basic Field,0,1088561,20186,133,NA,0,0,NA,3709,104829,1103704,NA,213786,0,807049,NA,NA,56609,388839,108644,229995,360823,173232,7058,169493,0,296540,NA,NA,59230,10000,2877,0,0,0,1108880,4096417,5205297
Legal Aid of Southeastern Pennsylvania,339141,2015,PA,PA-23,Basic Field,0,1111687,20186,127,NA,0,0,NA,1940,115043,1028704,NA,196088,5665,793471,NA,NA,55024,399227,22184,162800,267400,170732,98500,212005,0,284219,NA,NA,60601,10000,6305,0,0,0,1132000,3889908,5021908
